Event	ID	Name			Wwise Object Path	Notes
	211157864	Play_Screamer_ghoul_scream_variation			\Default Work Unit\Monster_enemies\Screamer_ghoul\Play_Screamer_ghoul_scream_variation	
	287198644	Play_Kikimora_sweep			\Default Work Unit\Monster_enemies\Kikimora\Play_Kikimora_sweep	
	360314807	Play_Kikimora_fall			\Default Work Unit\Monster_enemies\Kikimora\Play_Kikimora_fall	
	547580181	Play_Titan_ghoull_death			\Default Work Unit\Monster_enemies\Titan_ghoul\Play_Titan_ghoull_death	
	637833570	Play_Minion_right_punch			\Default Work Unit\Monster_enemies\Minion\Play_Minion_right_punch	
	1110615769	Play_Titan_ghoul_scream_attack			\Default Work Unit\Monster_enemies\Titan_ghoul\Play_Titan_ghoul_scream_attack	
	1192696521	Play_Screamer_ghoul_scream_attack			\Default Work Unit\Monster_enemies\Screamer_ghoul\Play_Screamer_ghoul_scream_attack	
	1347311224	Play_Titan_ghoul_take_damage			\Default Work Unit\Monster_enemies\Titan_ghoul\Play_Titan_ghoul_take_damage	
	1562990284	Play_Kikimora_punch			\Default Work Unit\Monster_enemies\Kikimora\Play_Kikimora_punch	
	1869957515	Play_Minion_death			\Default Work Unit\Monster_enemies\Minion\Play_Minion_death	
	2008134487	Play_Kikimora_scream			\Default Work Unit\Monster_enemies\Kikimora\Play_Kikimora_scream	
	2105735622	Play_Screamer_ghoul_killed			\Default Work Unit\Monster_enemies\Screamer_ghoul\Play_Screamer_ghoul_killed	
	2307526086	Play_Screamer_ghoul_damaged			\Default Work Unit\Monster_enemies\Screamer_ghoul\Play_Screamer_ghoul_damaged	
	2475881258	Play_Minion_take_damage_scream			\Default Work Unit\Monster_enemies\Minion\Play_Minion_take_damage_scream	
	2548185504	Play_Kikimora_lash			\Default Work Unit\Monster_enemies\Kikimora\Play_Kikimora_lash	
	2567188250	Play_Kikimora_sweep_phase_3			\Default Work Unit\Monster_enemies\Kikimora\Play_Kikimora_sweep_phase_3	
	2567188251	Play_Kikimora_sweep_phase_2			\Default Work Unit\Monster_enemies\Kikimora\Play_Kikimora_sweep_phase_2	
	2771098367	Play_Minion_both_arms_attack			\Default Work Unit\Monster_enemies\Minion\Play_Minion_both_arms_attack	
	2779782817	Play_Kikimora_damaged			\Default Work Unit\Monster_enemies\Kikimora\Play_Kikimora_damaged	
	3179047082	Play_Minion_take_damage			\Default Work Unit\Monster_enemies\Minion\Play_Minion_take_damage	
	3298395927	Play_Screamer_ghoul_minion_spawn			\Default Work Unit\Monster_enemies\Screamer_ghoul\Play_Screamer_ghoul_minion_spawn	
	3439824554	Play_Kikimora_scream_4			\Default Work Unit\Monster_enemies\Kikimora\Play_Kikimora_scream_4	
	3439824559	Play_Kikimora_scream_1			\Default Work Unit\Monster_enemies\Kikimora\Play_Kikimora_scream_1	
	3599177725	Play_Screamer_ghoul_death			\Default Work Unit\Monster_enemies\Screamer_ghoul\Play_Screamer_ghoul_death	
	4053344040	Play_Screamer_ghoul_fall_back			\Default Work Unit\Monster_enemies\Screamer_ghoul\Play_Screamer_ghoul_fall_back	
	4129361266	Play_Kikimora_death			\Default Work Unit\Monster_enemies\Kikimora\Play_Kikimora_death	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	2342711	Titan_ghoul_take_damage_3	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_take_damage_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoul_take_damage\Titan_ghoul_take_damage_3		89444
	9678931	Kikimora_punch	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Kikimora_punch_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Kikimora\Kikimora_punch		74482
	12815014	Kikimora_scream_4	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Kikimora_scream_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Kikimora\Kikimora_scream_4		91174
	74048227	Kikimora_damaged_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Kikimora_damaged_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Kikimora\Kikimora_damaged\Kikimora_damaged_2		41404
	95769308	Titan_ghoul_minion_spawn_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_minion_spawn_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoul_minion_spawn\Titan_ghoul_minion_spawn_2		79556
	130689485	Right_punch	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Right_punch_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Minion\Right_punch		190956
	165102061	Kikimora_sweep_phase_3	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Kikimora_sweep_phase_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Kikimora\Kikimora_sweep_phase_3		24970
	209745940	Screamer_ghoul_killed_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Red_Ghoul_killed_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_killed\Screamer_ghoul_killed_1		184384
	226365713	Titan_ghoul_fall_back_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_fall_back_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoul_fall_back\Titan_ghoul_fall_back_2		134084
	253635516	Death_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Death_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Minion\Minion_death\Death_1		242368
	279734841	Titan_ghoul_take_damage_4	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_take_damage_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoul_take_damage\Titan_ghoul_take_damage_4		100036
	340309384	Kikimora_sweep	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Sweep_fix_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Kikimora\Kikimora_sweep		182284
	352211453	Screamer_ghoul_scream_attack_3	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Screamer_ghoul_scream_attack_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_scream\Screamer_ghoul_scream_attack_3		128732
	365134146	Screamer_ghoul_scream_variation_3	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Red_Ghoul_scream_variation_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_scream_variation\Screamer_ghoul_scream_variation_3		186940
	375540798	Kikimora_damaged_3	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Kikimora_damaged_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Kikimora\Kikimora_damaged\Kikimora_damaged_3		32540
	395695818	Titan_ghoul_scream_attack_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_scream_attack_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoul_scream_attack\Titan_ghoul_scream_attack_2		82006
	402399703	Titan_ghoul_scream_attack_3	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_scream_attack_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoul_scream_attack\Titan_ghoul_scream_attack_3		75318
	417361631	Kikimora_damaged_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Kikimora_damaged_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Kikimora\Kikimora_damaged\Kikimora_damaged_1		61092
	447066000	Titan_ghoul_death_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_death_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoull_death\Titan_ghoul_death_2		116096
	453690833	Kikimora_scream_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Kikimora_scream_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Kikimora\Kikimora_scream\Kikimora_scream_2		103792
	461005737	Screamer_ghoul_damaged_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Red_Ghoul_damaged_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_damaged\Screamer_ghoul_damaged_2		64576
	486913171	Kikimora_scream_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Kikimora_scream_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Kikimora\Kikimora_scream_1		104422
	505540955	Kikimora_fall	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Kikimora_fall_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Kikimora\Kikimora_fall		447952
	523745202	Kikimora_sweep_phase_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Kikimora_sweep_phase_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Kikimora\Kikimora_sweep_phase_2		21172
	530346917	Titan_ghoul_scream_attack_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_scream_attack_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoul_scream_attack\Titan_ghoul_scream_attack_1		115960
	546863126	Titan_ghoul_fall_back_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_fall_back_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoul_fall_back\Titan_ghoul_fall_back_1		174464
	549667623	Death_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Death_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Minion\Minion_death\Death_2		144776
	564748602	Titan_ghoul_take_damage_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_take_damage_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoul_take_damage\Titan_ghoul_take_damage_1		57408
	608064169	Screamer_ghoul_scream_variation_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Red_Ghoul_scream_variation_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_scream_variation\Screamer_ghoul_scream_variation_1		211660
	619914627	Kikimora_lash	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Kikimora_lash_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Kikimora\Kikimora_lash		38788
	663083579	Bot_arms_attack	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Bot_arms_attack_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Minion\Bot_arms_attack		220132
	696452794	Titan_ghoul_minion_spawn_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_minion_spawn_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoul_minion_spawn\Titan_ghoul_minion_spawn_1		124224
	704114508	Take_damage_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Take_damage_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Minion\Minion_take_damage\Take_damage_2		94876
	713683945	Screamer_ghoul_scream_attack_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Screamer_ghoul_scream_attack_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_scream\Screamer_ghoul_scream_attack_2		124070
	720271836	Screamer_ghoul_scream_attack_4	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Screamer_ghoul_scream_attack_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_scream\Screamer_ghoul_scream_attack_4		260016
	720572374	Take_damage_scream_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Take_damage_scream_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Minion\Minion_take_damage_scream\Take_damage_scream_1		130332
	728864066	Titan_ghoul_scream_attack_4	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_scream_attack_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoul_scream_attack\Titan_ghoul_scream_attack_4		163948
	831253138	Kikimora_death	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Kikimora_death_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Kikimora\Kikimora_death		91888
	875630680	Titan_ghoul_take_damage_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_take_damage_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoul_take_damage\Titan_ghoul_take_damage_2		62016
	889268760	Screamer_ghoul_death_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Red_Ghoul_death_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_death\Screamer_ghoul_death_2		384064
	903740306	Screamer_ghoul_death_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Red_Ghoul_death_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_death\Screamer_ghoul_death_1		289528
	924353288	Take_Damage_scream_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Take_Damage_scream_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Minion\Minion_take_damage_scream\Take_Damage_scream_2		176464
	955305240	Screamer_ghoul_damaged_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Red_Ghoul_damaged_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_damaged\Screamer_ghoul_damaged_1		55360
	968672774	Screamer_ghoul_scream_variation_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Red_Ghoul_scream_variation_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_scream_variation\Screamer_ghoul_scream_variation_2		201776
	977470841	Death_3	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Death_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Minion\Minion_death\Death_3		332892
	1008028608	Screamer_ghoul_scream_attack_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Screamer_ghoul_scream_attack_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_scream\Screamer_ghoul_scream_attack_1		170856
	1009242023	Screamer_ghoul_killed_2	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Red_Ghoul_killed_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_killed\Screamer_ghoul_killed_2		304192
	1038864665	Screamer_ghoul_death_3	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Red_Ghoul_death_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Screamer_ghoul\Screamer_ghoul_death\Screamer_ghoul_death_3		576064
	1046506443	Take_damage_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Take_damage_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Minion\Minion_take_damage\Take_damage_1		101260
	1050045866	Titan_ghoull_death_1	E:\GitHub\The-Witcher-Ties-of-Destiny\TheWitcherWwiseProject\.cache\Windows\SFX\Walker_Ghoul_death_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Monster_enemies\Titan_ghoul\Titan_ghoull_death\Titan_ghoull_death_1		172968

